,year,term,cluster_name,cluster,unique_cluster_name
893,2020,prior_knowledge,IMAGE CLASSIFICATION,3,2020 3
894,2020,iphone_x,REAL WORLD,9,2020 9
895,2020,pixel_resolution,MULTIPLE CAMERA,6,2020 6
896,2020,medical_imaging,ARTIFICIAL INTELLIGENCE,7,2020 7
897,2020,full_collection,TRANSACTION,2,2020 2
898,2020,skin_color,GENDER EXPRESSION,8,2020 8
899,2020,five_continent,EXAMPLE,1,2020 1
900,2020,huge_dataset,ARTIFICIAL INTELLIGENCE,7,2020 7
901,2020,extent,EXAMPLE,1,2020 1
902,2020,mit_researcher,PH.D. STUDENT,4,2020 4
903,2020,industrial_automation,ARTIFICIAL INTELLIGENCE,7,2020 7
904,2020,one_advantage,IMAGE CLASSIFICATION,3,2020 3
905,2020,ph.d._student,PH.D. STUDENT,4,2020 4
906,2020,video_frame,MULTIPLE CAMERA,6,2020 6
907,2020,slow_motion,MULTIPLE CAMERA,6,2020 6
908,2020,aff_link,REAL WORLD,9,2020 9
909,2020,global_machine_vision_market,TRANSACTION,2,2020 2
910,2020,fully_connected_layer,IMAGE CLASSIFICATION,3,2020 3
911,2020,feature_extraction,IMAGE CLASSIFICATION,3,2020 3
912,2020,fine_tuning,IMAGE CLASSIFICATION,3,2020 3
913,2020,multiple_camera,MULTIPLE CAMERA,6,2020 6
914,2020,crucial_element,EXAMPLE,1,2020 1
915,2020,film_producer,TRANSACTION,2,2020 2
916,2020,local_edge,MULTIPLE CAMERA,6,2020 6
917,2020,basketball_player,SMALL FRACTION,0,2020 0
918,2020,ethical_issue,EXAMPLE,1,2020 1
919,2020,digital_reconstruction,MULTIPLE CAMERA,6,2020 6
920,2020,electrical_and_computer_engineering,PH.D. STUDENT,4,2020 4
921,2020,visual_clue,MULTIPLE CAMERA,6,2020 6
922,2020,detection_pipeline,SMALL FRACTION,0,2020 0
923,2020,myriad_application,ARTIFICIAL INTELLIGENCE,7,2020 7
924,2020,diabetic_retinopathy,SMALL FRACTION,0,2020 0
925,2020,visual_simultaneous_localization,MULTIPLE CAMERA,6,2020 6
926,2020,ventral_visual_stream,MULTIPLE CAMERA,6,2020 6
927,2020,weekly_ai_update,TRANSACTION,2,2020 2
928,2020,relevant_offer,DATA ANNOTATION,5,2020 5
929,2020,clear_bias,EXAMPLE,1,2020 1
930,2020,modern_enterprise,EXAMPLE,1,2020 1
931,2020,cartoon_character,MULTIPLE CAMERA,6,2020 6
932,2020,incredible_performance,REAL WORLD,9,2020 9
933,2020,brief_introduction,EXAMPLE,1,2020 1
934,2020,generative_adversarial_network,IMAGE CLASSIFICATION,3,2020 3
935,2020,gender_expression,GENDER EXPRESSION,8,2020 8
936,2020,lifetime_learning,PH.D. STUDENT,4,2020 4
937,2020,original_audio,SMALL FRACTION,0,2020 0
938,2020,pseudo_label,IMAGE CLASSIFICATION,3,2020 3
939,2020,single_module,EXAMPLE,1,2020 1
940,2020,github_repository,DATA ANNOTATION,5,2020 5
941,2020,related_study,EXAMPLE,1,2020 1
942,2020,sensor_fusion,MULTIPLE CAMERA,6,2020 6
943,2020,give_unit,EXAMPLE,1,2020 1
944,2020,content_owner,DATA ANNOTATION,5,2020 5
945,2020,derogatory_term,GENDER EXPRESSION,8,2020 8
946,2020,fundamental_nature,EXAMPLE,1,2020 1
947,2020,now_a_professor,PH.D. STUDENT,4,2020 4
948,2020,art_exhibition,TRANSACTION,2,2020 2
949,2020,ground_truth,IMAGE CLASSIFICATION,3,2020 3
950,2020,smartphone_video,SMALL FRACTION,0,2020 0
951,2020,interested_participant,PH.D. STUDENT,4,2020 4
952,2020,library,DATA ANNOTATION,5,2020 5
953,2020,face_replacement,TRANSACTION,2,2020 2
954,2020,small_fraction,SMALL FRACTION,0,2020 0
955,2020,internal_working,EXAMPLE,1,2020 1
956,2020,semantic_segmentation,IMAGE CLASSIFICATION,3,2020 3
957,2020,scuba_diver,SMALL FRACTION,0,2020 0
958,2020,popular_technique,IMAGE CLASSIFICATION,3,2020 3
959,2020,cognitive_load,MULTIPLE CAMERA,6,2020 6
960,2020,backbone,SMALL FRACTION,0,2020 0
961,2020,classical_method,IMAGE CLASSIFICATION,3,2020 3
962,2020,laser_scanner,MULTIPLE CAMERA,6,2020 6
963,2020,pre_trained_weight,IMAGE CLASSIFICATION,3,2020 3
964,2020,parallel_computing,EXAMPLE,1,2020 1
965,2020,biometric_identification,MULTIPLE CAMERA,6,2020 6
966,2020,child_molester,GENDER EXPRESSION,8,2020 8
967,2020,bounding_box,MULTIPLE CAMERA,6,2020 6
968,2020,constructive_solution,EXAMPLE,1,2020 1
969,2020,split,GENDER EXPRESSION,8,2020 8
970,2020,dense_cloud,SMALL FRACTION,0,2020 0
971,2020,favorable_position,TRANSACTION,2,2020 2
972,2020,co_occurrence,EXAMPLE,1,2020 1
973,2020,transfer,TRANSACTION,2,2020 2
974,2020,mask_r_cnn,IMAGE CLASSIFICATION,3,2020 3
975,2020,comprehensive_proposal,TRANSACTION,2,2020 2
976,2020,brain_visual_processing_system,SMALL FRACTION,0,2020 0
977,2020,geographic_origin,EXAMPLE,1,2020 1
978,2020,egregious_error,SMALL FRACTION,0,2020 0
979,2020,confidence_score,IMAGE CLASSIFICATION,3,2020 3
980,2020,domestic_counterpart,TRANSACTION,2,2020 2
981,2020,computational_node,EXAMPLE,1,2020 1
982,2020,detect_item,SMALL FRACTION,0,2020 0
983,2020,csv_format,DATA ANNOTATION,5,2020 5
984,2020,harmful_bias,GENDER EXPRESSION,8,2020 8
985,2020,self_supervise_learning,IMAGE CLASSIFICATION,3,2020 3
986,2020,common_workflow,DATA ANNOTATION,5,2020 5
987,2020,transformer_architecture,DATA ANNOTATION,5,2020 5
988,2020,json_file,DATA ANNOTATION,5,2020 5
989,2020,problem_setup,EXAMPLE,1,2020 1
990,2020,three_attribute,EXAMPLE,1,2020 1
991,2020,10_female,SMALL FRACTION,0,2020 0
992,2020,it]*some_article,SMALL FRACTION,0,2020 0
993,2020,old_database,DATA ANNOTATION,5,2020 5
994,2020,intersection_point,EXAMPLE,1,2020 1
995,2020,close_similarity,EXAMPLE,1,2020 1
996,2020,structured_light,MULTIPLE CAMERA,6,2020 6
997,2020,mathematical_expression,EXAMPLE,1,2020 1
998,2020,below_code_snippet,SMALL FRACTION,0,2020 0
999,2020,person_profile,DATA ANNOTATION,5,2020 5
1000,2020,quick_prototyping,DATA ANNOTATION,5,2020 5
1001,2020,scientific_phenomenon,EXAMPLE,1,2020 1
1002,2020,stereotypical_portrayal,GENDER EXPRESSION,8,2020 8
1003,2020,carnegie_mellon_university_researcher,PH.D. STUDENT,4,2020 4
1004,2020,cmu_robotics_institute,PH.D. STUDENT,4,2020 4
1005,2020,git_clone,DATA ANNOTATION,5,2020 5
1006,2020,alternative_model,TRANSACTION,2,2020 2
1007,2020,rape_suspect,GENDER EXPRESSION,8,2020 8
1008,2020,hand_on_guide,SMALL FRACTION,0,2020 0
1009,2020,automate_assembly_line,TRANSACTION,2,2020 2
1010,2020,nearly_identical_response,SMALL FRACTION,0,2020 0
1011,2020,practical_deployment,EXAMPLE,1,2020 1
1012,2020,classification_and_prediction_task,DATA ANNOTATION,5,2020 5
1013,2020,top_1_accuracy,IMAGE CLASSIFICATION,3,2020 3
1014,2020,conventional_lense,SMALL FRACTION,0,2020 0
1015,2020,pricey_equipment,TRANSACTION,2,2020 2
1016,2020,ms_coco,IMAGE CLASSIFICATION,3,2020 3
1017,2020,protect_variable,DATA ANNOTATION,5,2020 5
1018,2020,1080_ti,REAL WORLD,9,2020 9
1019,2020,ai_power_chip,SMALL FRACTION,0,2020 0
1020,2020,neurips_conference,TRANSACTION,2,2020 2
1021,2020,pytorch_framework,DATA ANNOTATION,5,2020 5
1022,2020,sensitive_category,GENDER EXPRESSION,8,2020 8
1023,2020,demographic_representation,GENDER EXPRESSION,8,2020 8
1024,2020,corruption,SMALL FRACTION,0,2020 0
1025,2020,fascinating_perspective,TRANSACTION,2,2020 2
1026,2020,pentagon_research_arm,TRANSACTION,2,2020 2
1027,2020,person_religion,GENDER EXPRESSION,8,2020 8
1028,2020,mturk_worker,GENDER EXPRESSION,8,2020 8
1029,2020,custom_channel,DATA ANNOTATION,5,2020 5
1030,2020,verbal_term,MULTIPLE CAMERA,6,2020 6
1031,2020,natural_and_artificial_vision,SMALL FRACTION,0,2020 0
1032,2020,educational_scene,PH.D. STUDENT,4,2020 4
1033,2020,data_collection_pipeline,SMALL FRACTION,0,2020 0
1034,2020,median_distribution,SMALL FRACTION,0,2020 0
1035,2020,quite_significant_improvement,TRANSACTION,2,2020 2
1036,2020,offensive_category,SMALL FRACTION,0,2020 0
1037,2020,than_14_million_image,SMALL FRACTION,0,2020 0
1038,2020,geography_analysis,TRANSACTION,2,2020 2
1039,2020,computer_vision_practitioner,SMALL FRACTION,0,2020 0
1040,2020,computer_vision_data_set,SMALL FRACTION,0,2020 0
1041,2020,industry_lead_simulation,SMALL FRACTION,0,2020 0
1042,2020,mean_average_precision,IMAGE CLASSIFICATION,3,2020 3
1043,2020,slow_motion_setting,SMALL FRACTION,0,2020 0
1044,2020,initial_geometry,EXAMPLE,1,2020 1
1045,2020,image_country,SMALL FRACTION,0,2020 0
1046,2020,recent_art_project,SMALL FRACTION,0,2020 0
1047,2020,module,SMALL FRACTION,0,2020 0
1048,2020,attentive_normalization,SMALL FRACTION,0,2020 0
1049,2020,computer_vision_models,SMALL FRACTION,0,2020 0
1050,2020,highly_accurate_scan,SMALL FRACTION,0,2020 0
1051,2020,double_blind_review,PH.D. STUDENT,4,2020 4
1052,2020,central_innovation,GENDER EXPRESSION,8,2020 8
1053,2020,offensive_label,GENDER EXPRESSION,8,2020 8
1054,2020,orient_gradient,MULTIPLE CAMERA,6,2020 6
1055,2020,object_detection_research,SMALL FRACTION,0,2020 0
1056,2020,prior_pitfall,SMALL FRACTION,0,2020 0
1057,2020,princeton_alumna,SMALL FRACTION,0,2020 0
1058,2020,core_technical_expertise,SMALL FRACTION,0,2020 0
1059,2020,medical_procedure,SMALL FRACTION,0,2020 0
1060,2020,objectron_dataset,SMALL FRACTION,0,2020 0
1061,2020,balanced_subset,EXAMPLE,1,2020 1
1062,2020,40_50_piece,SMALL FRACTION,0,2020 0
1063,2020,imagenet_project,SMALL FRACTION,0,2020 0
1064,2020,straightforward_issue,SMALL FRACTION,0,2020 0
1065,2020,know_shortcoming,EXAMPLE,1,2020 1
1066,2020,celebrity_advertising,SMALL FRACTION,0,2020 0
1067,2020,80_male,SMALL FRACTION,0,2020 0
1068,2020,one_significant_flaw,REAL WORLD,9,2020 9
1069,2020,data_set_image,SMALL FRACTION,0,2020 0
1070,2020,data_set_content,SMALL FRACTION,0,2020 0
1071,2020,instance_segmentation_benchmark,SMALL FRACTION,0,2020 0
1072,2020,deep_multilayer_network,SMALL FRACTION,0,2020 0
1073,2020,original_imagenet_label,SMALL FRACTION,0,2020 0
1074,2020,regular_use_case,SMALL FRACTION,0,2020 0
1075,2020,cross_scale_connection,DATA ANNOTATION,5,2020 5
1076,2020,imagenet_hierarchy,SMALL FRACTION,0,2020 0
1077,2020,problematic_correlation,TRANSACTION,2,2020 2
1078,2020,enhance_compiler,DATA ANNOTATION,5,2020 5
1079,2020,pre_prepared_model,SMALL FRACTION,0,2020 0
1080,2020,sentencing_program,SMALL FRACTION,0,2020 0
1081,2020,own_custom_dataset,SMALL FRACTION,0,2020 0
1082,2020,inappropriate_categorization,SMALL FRACTION,0,2020 0
1083,2020,2d_crop,SMALL FRACTION,0,2020 0
1084,2020,u.s._anti_discrimination_law,TRANSACTION,2,2020 2
1085,2020,rebalance_tool,SMALL FRACTION,0,2020 0
1086,2020,newly_discover_strategy,SMALL FRACTION,0,2020 0
1087,2020,massive_training_set,SMALL FRACTION,0,2020 0
1088,2020,v1_layer,SMALL FRACTION,0,2020 0
1089,2020,"than_133,000_image",SMALL FRACTION,0,2020 0
1090,2020,accurate_attitude_estimation,TRANSACTION,2,2020 2
1091,2020,80_million_tiny_image,SMALL FRACTION,0,2020 0
1092,2020,differential_programming,SMALL FRACTION,0,2020 0
1093,2020,web_interface_tool,SMALL FRACTION,0,2020 0
1094,2020,imagenet_label,SMALL FRACTION,0,2020 0
1095,2020,nvidia_foundation,PH.D. STUDENT,4,2020 4
1096,2020,resnet_variant,SMALL FRACTION,0,2020 0
1097,2020,real_time_image_tracking,SMALL FRACTION,0,2020 0
1098,2020,deep_neural_net_architecture,SMALL FRACTION,0,2020 0
1099,2020,live_mlb_game,SMALL FRACTION,0,2020 0
1100,2020,at_least_three_network,SMALL FRACTION,0,2020 0
1101,2020,real_time_executable_code,SMALL FRACTION,0,2020 0
1102,2020,derogatory_terminology,SMALL FRACTION,0,2020 0
1103,2020,data_processing_module,SMALL FRACTION,0,2020 0
1104,2020,detection_transformer,SMALL FRACTION,0,2020 0
1105,2020,feature_map_group,SMALL FRACTION,0,2020 0
1106,2020,scientific_hypothesis,SMALL FRACTION,0,2020 0
1107,2020,cnn,TRANSACTION,2,2020 2
1108,2020,large_scale_image_data_set,SMALL FRACTION,0,2020 0
1109,2020,brain_visual_processing,SMALL FRACTION,0,2020 0
1110,2020,panoptic_segmentation_task,SMALL FRACTION,0,2020 0
1111,2020,remarkable_robustness,IMAGE CLASSIFICATION,3,2020 3
1112,2020,curation_procedure,SMALL FRACTION,0,2020 0
1113,2020,lisa_group,SMALL FRACTION,0,2020 0
1114,2020,highly_accurate_object_detection,SMALL FRACTION,0,2020 0
1115,2021,information,BLOG POST,6,2021 6
1116,2021,globe_newswire,SHOPPING MALL,0,2021 0
1117,2021,time,IOT TOOL,2,2021 2
1118,2021,research,CHALLENGE,8,2021 8
1119,2021,press_release,BLOG POST,6,2021 6
1120,2021,recent_time,EMERGE TECHNOLOGY,3,2021 3
1121,2021,large_amount,EMERGE TECHNOLOGY,3,2021 3
1122,2021,real_world,EMERGE TECHNOLOGY,3,2021 3
1123,2021,practice,EMERGE TECHNOLOGY,3,2021 3
1124,2021,full_report,SOFTWARE ENGINEER,4,2021 4
1125,2021,forecast_period,SOFTWARE ENGINEER,4,2021 4
1126,2021,next_step,EMERGE TECHNOLOGY,3,2021 3
1127,2021,artificial_intelligence,SEMANTIC SEGMENTATION,1,2021 1
1128,2021,co_founder,BLOG POST,6,2021 6
1129,2021,machine_learning,SEMANTIC SEGMENTATION,1,2021 1
1130,2021,real_time_object_detection,SEMANTIC SEGMENTATION,1,2021 1
1131,2021,particular_time_frame,SOFTWARE ENGINEER,4,2021 4
1132,2021,meaningful_information,SEMANTIC SEGMENTATION,1,2021 1
1133,2021,data_science,EMERGE TECHNOLOGY,3,2021 3
1134,2021,ai_system,EMERGE TECHNOLOGY,3,2021 3
1135,2021,industry_leader,EMERGE TECHNOLOGY,3,2021 3
1136,2021,key_player,EMERGE TECHNOLOGY,3,2021 3
1137,2021,market_growth,SOFTWARE ENGINEER,4,2021 4
1138,2021,part,EMERGE TECHNOLOGY,3,2021 3
1139,2021,broad_range,EMERGE TECHNOLOGY,3,2021 3
1140,2021,end_user,EMERGE TECHNOLOGY,3,2021 3
1141,2021,decision_making,EMERGE TECHNOLOGY,3,2021 3
1142,2021,increase_demand,EMERGE TECHNOLOGY,3,2021 3
1143,2021,kind,HYBRID MODEL,5,2021 5
1144,2021,state,CHALLENGE,8,2021 8
1145,2021,team,SOFTWARE ENGINEER,4,2021 4
1146,2021,financial_advisor,SOFTWARE ENGINEER,4,2021 4
1147,2021,investment_advice,SOFTWARE ENGINEER,4,2021 4
1148,2021,wide_variety,EMERGE TECHNOLOGY,3,2021 3
1149,2021,comment_section,BLOG POST,6,2021 6
1150,2021,important_role,SEMANTIC SEGMENTATION,1,2021 1
1151,2021,human_being,EMERGE TECHNOLOGY,3,2021 3
1152,2021,blog_post,BLOG POST,6,2021 6
1153,2021,understanding,CHALLENGE,8,2021 8
1154,2021,late_update,BLOG POST,6,2021 6
1155,2021,company_product,SOFTWARE ENGINEER,4,2021 4
1156,2021,high_degree,HYBRID MODEL,5,2021 5
1157,2021,hybrid_model,HYBRID MODEL,5,2021 5
1158,2021,e_commerce,SOFTWARE ENGINEER,4,2021 4
1159,2021,final_result,HYBRID MODEL,5,2021 5
1160,2021,emerge_technology,EMERGE TECHNOLOGY,3,2021 3
1161,2021,customer_experience,SOFTWARE ENGINEER,4,2021 4
1162,2021,organization,EMERGE TECHNOLOGY,3,2021 3
1163,2021,strong_performance,SOFTWARE ENGINEER,4,2021 4
1164,2021,mobile_app,BLOG POST,6,2021 6
1165,2021,daily_life,EMERGE TECHNOLOGY,3,2021 3
1166,2021,robotic_application,SEMANTIC SEGMENTATION,1,2021 1
1167,2021,innovative_solution,EMERGE TECHNOLOGY,3,2021 3
1168,2021,data_scientist,EMERGE TECHNOLOGY,3,2021 3
1169,2021,high_cagr,SOFTWARE ENGINEER,4,2021 4
1170,2021,computer_vision,SEMANTIC SEGMENTATION,1,2021 1
1171,2021,autonomous_vehicle,AUTONOMOUS VEHICLE,9,2021 9
1172,2021,game_changer,EMERGE TECHNOLOGY,3,2021 3
1173,2021,grow_need,EMERGE TECHNOLOGY,3,2021 3
1174,2021,informational_purpose,SOFTWARE ENGINEER,4,2021 4
1175,2021,massive_interest,SHOPPING MALL,0,2021 0
1176,2021,brand,SOFTWARE ENGINEER,4,2021 4
1177,2021,similar_method,HYBRID MODEL,5,2021 5
1178,2021,electronic_device,EMERGE TECHNOLOGY,3,2021 3
1179,2021,sota_performance,IOT TOOL,2,2021 2
1180,2021,early_detection,SHOPPING MALL,0,2021 0
1181,2021,facial_recognition,EMERGE TECHNOLOGY,3,2021 3
1182,2021,digital_image,SEMANTIC SEGMENTATION,1,2021 1
1183,2021,problem,EMERGE TECHNOLOGY,3,2021 3
1184,2021,primary_focus,CHALLENGE,8,2021 8
1185,2021,early_version,BLOG POST,6,2021 6
1186,2021,type,HYBRID MODEL,5,2021 5
1187,2021,quality_control,HYBRID MODEL,5,2021 5
1188,2021,mit_researcher,IOT TOOL,2,2021 2
1189,2021,instance,CHALLENGE,8,2021 8
1190,2021,deep_learn_algorithm,SEMANTIC SEGMENTATION,1,2021 1
1191,2021,natural_language_processing,SEMANTIC SEGMENTATION,1,2021 1
1192,2021,google_assistant,BLOG POST,6,2021 6
1193,2021,stark_contrast,SOFTWARE ENGINEER,4,2021 4
1194,2021,neural_network,HYBRID MODEL,5,2021 5
1195,2021,rate,SOFTWARE ENGINEER,4,2021 4
1196,2021,augment_reality,EMERGE TECHNOLOGY,3,2021 3
1197,2021,register_trademark,IOT TOOL,2,2021 2
1198,2021,fake_news,BLOG POST,6,2021 6
1199,2021,potential_legal_action,IOT TOOL,2,2021 2
1200,2021,self_drive_car,AUTONOMOUS VEHICLE,9,2021 9
1201,2021,enforceable_claim,IOT TOOL,2,2021 2
1202,2021,the_session,DISTRIBUTION SHIFT,7,2021 7
1203,2021,stage,HYBRID MODEL,5,2021 5
1204,2021,search_engine,BLOG POST,6,2021 6
1205,2021,smart_city,EMERGE TECHNOLOGY,3,2021 3
1206,2021,shopping_mall,SHOPPING MALL,0,2021 0
1207,2021,crypto_product,SHOPPING MALL,0,2021 0
1208,2021,regulatory_recourse,SHOPPING MALL,0,2021 0
1209,2021,fraudulent_transaction,SOFTWARE ENGINEER,4,2021 4
1210,2021,look,BLOG POST,6,2021 6
1211,2021,hot_topic,EMERGE TECHNOLOGY,3,2021 3
1212,2021,respective_owner,IOT TOOL,2,2021 2
1213,2021,below_image,IOT TOOL,2,2021 2
1214,2021,relevant_offer,SOFTWARE ENGINEER,4,2021 4
1215,2021,training_dataset,SEMANTIC SEGMENTATION,1,2021 1
1216,2021,right_one,HYBRID MODEL,5,2021 5
1217,2021,manufacturer,SOFTWARE ENGINEER,4,2021 4
1218,2021,significant_advance,CHALLENGE,8,2021 8
1219,2021,engaging_online_community,BLOG POST,6,2021 6
1220,2021,safe_driving,AUTONOMOUS VEHICLE,9,2021 9
1221,2021,small_object,SEMANTIC SEGMENTATION,1,2021 1
1222,2021,software_engineer,SOFTWARE ENGINEER,4,2021 4
1223,2021,government_initiative,CHALLENGE,8,2021 8
1224,2021,accuracy_rate,SEMANTIC SEGMENTATION,1,2021 1
1225,2021,conventional_speech_recognition,IOT TOOL,2,2021 2
1226,2021,technical_expertise,EMERGE TECHNOLOGY,3,2021 3
1227,2021,hence_the_name,HYBRID MODEL,5,2021 5
1228,2021,false_positive,SEMANTIC SEGMENTATION,1,2021 1
1229,2021,challenging_task,SEMANTIC SEGMENTATION,1,2021 1
1230,2021,attention,EMERGE TECHNOLOGY,3,2021 3
1231,2021,source_code,SOFTWARE ENGINEER,4,2021 4
1232,2021,phonetic_aspect,DISTRIBUTION SHIFT,7,2021 7
1233,2021,novel_approach,SEMANTIC SEGMENTATION,1,2021 1
1234,2021,industrial_automation,EMERGE TECHNOLOGY,3,2021 3
1235,2021,traffic_light,AUTONOMOUS VEHICLE,9,2021 9
1236,2021,significant_distinction,DISTRIBUTION SHIFT,7,2021 7
1237,2021,medical_imaging,SEMANTIC SEGMENTATION,1,2021 1
1238,2021,food_delivery,SHOPPING MALL,0,2021 0
1239,2021,phd_student,SOFTWARE ENGINEER,4,2021 4
1240,2021,exact_location,HYBRID MODEL,5,2021 5
1241,2021,compute_power,EMERGE TECHNOLOGY,3,2021 3
1242,2021,fast_speed,EMERGE TECHNOLOGY,3,2021 3
1243,2021,pressing_issue,CHALLENGE,8,2021 8
1244,2021,n_word,DISTRIBUTION SHIFT,7,2021 7
1245,2021,hand_experience,SOFTWARE ENGINEER,4,2021 4
1246,2021,32_gb,BLOG POST,6,2021 6
1247,2021,practical_purpose,CHALLENGE,8,2021 8
1248,2021,skin_care,SHOPPING MALL,0,2021 0
1249,2021,objective,CHALLENGE,8,2021 8
1250,2021,challenge,CHALLENGE,8,2021 8
1251,2021,real_world_use_case,IOT TOOL,2,2021 2
1252,2021,audio_recording,DISTRIBUTION SHIFT,7,2021 7
1253,2021,dataset,IOT TOOL,2,2021 2
1254,2021,effort,CHALLENGE,8,2021 8
1255,2021,rise_trend,SOFTWARE ENGINEER,4,2021 4
1256,2021,predictive_maintenance,EMERGE TECHNOLOGY,3,2021 3
1257,2021,value_chain,SOFTWARE ENGINEER,4,2021 4
1258,2021,10_class,DISTRIBUTION SHIFT,7,2021 7
1259,2021,blur_face,SEMANTIC SEGMENTATION,1,2021 1
1260,2021,self_supervision,SEMANTIC SEGMENTATION,1,2021 1
1261,2021,accurate_prediction,HYBRID MODEL,5,2021 5
1262,2021,lidar_sensor,SEMANTIC SEGMENTATION,1,2021 1
1263,2021,weekly_dose,SHOPPING MALL,0,2021 0
1264,2021,pixel_phone,BLOG POST,6,2021 6
1265,2021,example,CHALLENGE,8,2021 8
1266,2021,hot_dog,SHOPPING MALL,0,2021 0
1267,2021,advanced_driver_assistance_system,AUTONOMOUS VEHICLE,9,2021 9
1268,2021,iot_tool,IOT TOOL,2,2021 2
1269,2021,dl_technique,SEMANTIC SEGMENTATION,1,2021 1
1270,2021,super_resolution,SEMANTIC SEGMENTATION,1,2021 1
1271,2021,classification_error,SEMANTIC SEGMENTATION,1,2021 1
1272,2021,large_and_more_diverse_dataset,IOT TOOL,2,2021 2
1273,2021,discord_server,BLOG POST,6,2021 6
1274,2021,credit_history,SOFTWARE ENGINEER,4,2021 4
1275,2021,choice,HYBRID MODEL,5,2021 5
1276,2021,road_sign,AUTONOMOUS VEHICLE,9,2021 9
1277,2021,amazon_alexa,BLOG POST,6,2021 6
1278,2021,author_opinion,CHALLENGE,8,2021 8
1279,2021,not_investment_advice,SHOPPING MALL,0,2021 0
1280,2021,detection_pipeline,IOT TOOL,2,2021 2
1281,2021,fine_tuning,HYBRID MODEL,5,2021 5
1282,2021,binary_language,IOT TOOL,2,2021 2
1283,2021,follow_command,IOT TOOL,2,2021 2
1284,2021,above_video,BLOG POST,6,2021 6
1285,2021,our_telegram_group,DISTRIBUTION SHIFT,7,2021 7
1286,2021,computer_vision_system,IOT TOOL,2,2021 2
1287,2021,low_shot,IOT TOOL,2,2021 2
1288,2021,dark_skinned_person,SHOPPING MALL,0,2021 0
1289,2021,computational_cost,HYBRID MODEL,5,2021 5
1290,2021,mobile_robot,SEMANTIC SEGMENTATION,1,2021 1
1291,2021,disabled_child,SHOPPING MALL,0,2021 0
1292,2021,significant_shift,SHOPPING MALL,0,2021 0
1293,2021,connectivity_pattern,DISTRIBUTION SHIFT,7,2021 7
1294,2021,low_layer,HYBRID MODEL,5,2021 5
1295,2021,popular_newsletter,SOFTWARE ENGINEER,4,2021 4
1296,2021,common_image_corruption,SHOPPING MALL,0,2021 0
1297,2021,passionate_developer,SOFTWARE ENGINEER,4,2021 4
1298,2021,outstanding_result,SHOPPING MALL,0,2021 0
1299,2021,beginner_guide,SOFTWARE ENGINEER,4,2021 4
1300,2021,correct_label,SEMANTIC SEGMENTATION,1,2021 1
1301,2021,aircraft_engine,HYBRID MODEL,5,2021 5
1302,2021,specific_illness,SHOPPING MALL,0,2021 0
1303,2021,weekly_ai_update,SHOPPING MALL,0,2021 0
1304,2021,code_and_pretrained_model,IOT TOOL,2,2021 2
1305,2021,generative_adversarial_network,SEMANTIC SEGMENTATION,1,2021 1
1306,2021,facebook_team,BLOG POST,6,2021 6
1307,2021,related_asset,IOT TOOL,2,2021 2
1308,2021,inductive_bias,SEMANTIC SEGMENTATION,1,2021 1
1309,2021,self_supervise_learning,SEMANTIC SEGMENTATION,1,2021 1
1310,2021,only_drawback,HYBRID MODEL,5,2021 5
1311,2021,satisfactory_level,HYBRID MODEL,5,2021 5
1312,2021,tech_firm,BLOG POST,6,2021 6
1313,2021,semantic_segmentation,SEMANTIC SEGMENTATION,1,2021 1
1314,2021,feature_map,SEMANTIC SEGMENTATION,1,2021 1
1315,2021,digital_payment_platform,SOFTWARE ENGINEER,4,2021 4
1316,2021,plant_disease,SHOPPING MALL,0,2021 0
1317,2021,optimistic_note,CHALLENGE,8,2021 8
1318,2021,transformer_architecture,SEMANTIC SEGMENTATION,1,2021 1
1319,2021,email_sign,IOT TOOL,2,2021 2
1320,2021,single_picture,SEMANTIC SEGMENTATION,1,2021 1
1321,2021,quebec_city,SHOPPING MALL,0,2021 0
1322,2021,3d_insight,SHOPPING MALL,0,2021 0
1323,2021,random_group,DISTRIBUTION SHIFT,7,2021 7
1324,2021,empirical_study,CHALLENGE,8,2021 8
1325,2021,primary_visual_cortex,DISTRIBUTION SHIFT,7,2021 7
1326,2021,black_friend,SHOPPING MALL,0,2021 0
1327,2021,negative_sample,SEMANTIC SEGMENTATION,1,2021 1
1328,2021,long_cycle,CHALLENGE,8,2021 8
1329,2021,bounding_box,SEMANTIC SEGMENTATION,1,2021 1
1330,2021,loss_function,HYBRID MODEL,5,2021 5
1331,2021,introductory_course,SOFTWARE ENGINEER,4,2021 4
1332,2021,region_base_algorithm,SEMANTIC SEGMENTATION,1,2021 1
1333,2021,acne_treatment,SHOPPING MALL,0,2021 0
1334,2021,below_table,SHOPPING MALL,0,2021 0
1335,2021,street_scene,SEMANTIC SEGMENTATION,1,2021 1
1336,2021,visual_input,DISTRIBUTION SHIFT,7,2021 7
1337,2021,online_clustering,SEMANTIC SEGMENTATION,1,2021 1
1338,2021,apple_siri,BLOG POST,6,2021 6
1339,2021,quiet_revolution,CHALLENGE,8,2021 8
1340,2021,statistical_inference,HYBRID MODEL,5,2021 5
1341,2021,active_control,HYBRID MODEL,5,2021 5
1342,2021,prediction_unit,SEMANTIC SEGMENTATION,1,2021 1
1343,2021,oculus_headset,BLOG POST,6,2021 6
1344,2021,maximum_precision,HYBRID MODEL,5,2021 5
1345,2021,business_in situation,SOFTWARE ENGINEER,4,2021 4
1346,2021,desire_output,HYBRID MODEL,5,2021 5
